Symbol;OrdenN;Fecha;Accion;Precio;Profit;Num_Shares;Dias_Posicion;Capital_Actual;Signal;TakeProfit;StopLoss;Entry_Price;Comentario;Threshold_Buy;Threshold_Buy_Grados
AAPL;1;2020-01-02;BUY;72.53851;0.0;137.85780821800722;0;10000.0;0.5434250235557556;73.62658764999999;70.3623547;72.53851;;0.51;1.5
AAPL;2;2020-01-09;SELL_TAKEPROFIT;74.77973;308.9696769343619;137.85780821800722;5;10308.969676934363;0.5355315804481506;73.62658764999999;70.3623547;72.53851;;0.51;1.5
AAPL;3;2020-01-10;BUY;74.94881;0.0;137.5468093080379;0;10308.969676934363;0.5331023335456848;76.07304214999999;72.7003457;74.94881;;0.51;1.5
AAPL;4;2020-01-13;SELL_TAKEPROFIT;76.55005;220.24545293640318;137.5468093080379;1;10529.215129870767;0.5390426516532898;76.07304214999999;72.7003457;74.94881;;0.51;1.5
AAPL;5;2020-01-14;BUY;75.51637;0.0;139.42957175868978;0;10529.215129870767;0.5229203104972839;76.64911554999999;73.25087889999999;75.51637;;0.51;1.5
AAPL;6;2020-01-17;SELL_TAKEPROFIT;76.97753;203.7289130709281;139.42957175868978;3;10732.944042941695;0.5320285558700562;76.64911554999999;73.25087889999999;75.51637;;0.51;1.5
AAPL;7;2020-01-21;BUY;76.45586;0.0;140.38092100385367;0;10732.944042941695;0.5255979895591736;77.6026979;74.1621842;76.45586;;0.51;1.5
AAPL;8;2020-01-28;SELL_PATIENCE;76.72637;37.97444294075268;140.38092100385367;5;10770.918485882448;0.5151965022087097;77.6026979;74.1621842;76.45586;;0.51;1.5
AAPL;9;2020-01-29;BUY;78.33243;0.0;137.50267272293797;0;10770.918485882448;0.5124573707580566;79.50741645;75.9824571;78.33243;;0.51;1.5
AAPL;10;2020-01-31;SELL_STOPLOSS;74.75076;-492.4891978115656;137.50267272293797;2;10278.429288070884;0.49318504333496094;79.50741645;75.9824571;78.33243;;0.51;1.5
AAPL;11;2020-02-05;BUY;77.63444;0.0;132.39522675852217;0;10278.429288070884;0.5196234583854675;78.7989566;75.3054068;77.63444;;0.51;1.5
AAPL;12;2020-02-12;SELL_TAKEPROFIT;79.21069;208.6879761781208;132.39522675852217;5;10487.117264249004;0.5222164392471313;78.7989566;75.3054068;77.63444;;0.51;1.5
AAPL;13;2020-02-14;BUY;78.66598;0.0;133.31197633651806;0;10487.117264249004;0.5203567147254944;79.8459697;76.3060006;78.66598;;0.51;1.5
AAPL;14;2020-02-21;SELL_STOPLOSS;75.78519;-384.0438083104785;133.31197633651806;4;10103.073455938526;0.48971661925315857;79.8459697;76.3060006;78.66598;;0.51;1.5
AAPL;15;2020-03-04;BUY;73.28924;0.0;137.85207018026827;0;10103.073455938526;0.5106572508811951;74.3885786;71.0905628;73.28924;;0.51;1.5
AAPL;16;2020-03-05;SELL_STOPLOSS;70.91195;-327.71434791885025;137.85207018026827;1;9775.359108019675;0.5106925964355469;74.3885786;71.0905628;73.28924;;0.51;1.5
AAPL;17;2020-03-13;BUY;67.29277;0.0;145.26611265994362;0;9775.359108019675;0.5168157815933228;68.30216155;65.2739869;67.29277;;0.51;1.5
AAPL;18;2020-03-16;SELL_STOPLOSS;58.63576;-1257.5701899582596;145.26611265994362;1;8517.788918061415;0.5193154811859131;68.30216155;65.2739869;67.29277;;0.51;1.5
AAPL;19;2020-03-17;BUY;61.21399;0.0;139.14774903680376;0;8517.788918061415;0.5273311734199524;62.13219985;59.3775703;61.21399;;0.51;1.5
AAPL;20;2020-03-19;SELL_STOPLOSS;59.25792;-272.1827374584213;139.14774903680376;2;8245.606180602994;0.5074217915534973;62.13219985;59.3775703;61.21399;;0.51;1.5
AAPL;21;2020-03-20;BUY;55.4959;0.0;148.580456945522;0;8245.606180602994;0.5187114477157593;56.328338499999994;53.831022999999995;55.4959;;0.51;1.5
AAPL;22;2020-03-24;SELL_TAKEPROFIT;59.7663;634.4979833401575;148.580456945522;2;8880.104163943151;0.5317208170890808;56.328338499999994;53.831022999999995;55.4959;;0.51;1.5
AAPL;23;2020-03-25;BUY;59.43707;0.0;149.4034642680595;0;8880.104163943151;0.5317208170890808;60.32862604999999;57.653957899999995;59.43707;;0.51;1.5
AAPL;24;2020-03-26;SELL_TAKEPROFIT;62.56483;467.2981793990661;149.4034642680595;1;9347.402343342217;0.5305083394050598;60.32862604999999;57.653957899999995;59.43707;;0.51;1.5
AAPL;25;2020-03-27;BUY;59.97451;0.0;155.85625198675598;0;9347.402343342217;0.5295172333717346;60.87412765;58.1752747;59.97451;;0.51;1.5
AAPL;26;2020-03-30;SELL_TAKEPROFIT;61.68605;266.75420952541225;155.85625198675598;1;9614.15655286763;0.5373357534408569;60.87412765;58.1752747;59.97451;;0.51;1.5
AAPL;27;2020-03-31;BUY;61.56016;0.0;156.17497668731903;0;9614.15655286763;0.5295525789260864;62.4835624;59.7133552;61.56016;;0.51;1.5
AAPL;28;2020-04-01;SELL_STOPLOSS;58.32104;-505.8694904874288;156.17497668731903;1;9108.287062380201;0.5203750133514404;62.4835624;59.7133552;61.56016;;0.51;1.5
AAPL;29;2020-04-02;BUY;59.29423;0.0;153.61169311719203;0;9108.287062380201;0.5299078822135925;60.18364344999999;57.5154031;59.29423;;0.51;1.5
AAPL;30;2020-04-06;SELL_TAKEPROFIT;63.54044;652.2675074311517;153.61169311719203;2;9760.554569811353;0.5308996438980103;60.18364344999999;57.5154031;59.29423;;0.51;1.5
AAPL;31;2020-04-07;BUY;62.80449;0.0;155.4117320244357;0;9760.554569811353;0.5160571932792664;63.746557349999996;60.9203553;62.80449;;0.51;1.5
AAPL;32;2020-04-08;SELL_TAKEPROFIT;64.41195;249.81814275999992;155.4117320244357;1;10010.372712571352;0.5282564163208008;63.746557349999996;60.9203553;62.80449;;0.51;1.5
AAPL;33;2020-04-09;BUY;64.87675;0.0;154.29830736853114;0;10010.372712571352;0.5288626551628113;65.84990124999999;62.9304475;64.87675;;0.51;1.5
